time,latitude,longitude,depth,mag,nst,horizontalError,depthError,magError,magNst,year,month,day,mag_category,normalized_magnitude,season
2012-10-14 11:11:36.430000+00:00,38.215,144.333,34.0,5.4,550.0,,6.0,,29.0,2012,10,14,2,0.19565217391304346,3
2012-10-14 05:06:43.670000+00:00,40.261,142.324,50.5,4.8,23.0,,9.6,,1.0,2012,10,14,1,0.06521739130434767,3
2012-10-12 04:57:19.830000+00:00,35.764,140.346,25.1,5.2,361.0,,6.6,,263.0,2012,10,12,2,0.15217391304347827,3
2012-10-11 07:06:16.010000+00:00,36.042,139.975,93.4,4.5,75.0,,3.9,,20.0,2012,10,11,1,0.0,3
2012-10-09 20:49:35.430000+00:00,32.657,132.349,37.6,4.7,83.0,,4.7,,32.0,2012,10,9,1,0.04347826086956519,3
2012-10-08 10:58:03.880000+00:00,30.583,141.767,11.4,4.6,44.0,,13.4,,8.0,2012,10,8,1,0.021739130434782483,3
2012-10-07 13:53:12.740000+00:00,39.964,140.432,37.1,4.5,26.0,,6.6,,3.0,2012,10,7,1,0.0,3
2012-10-06 11:43:14.920000+00:00,35.288,141.327,35.0,4.6,54.0,,,,14.0,2012,10,6,1,0.021739130434782483,3
2012-10-05 16:19:07.450000+00:00,39.976,140.432,38.1,4.9,162.0,,5.5,,102.0,2012,10,5,1,0.0869565217391306,3
2012-10-03 11:04:59.670000+00:00,39.393,142.074,73.4,4.5,20.0,,10.9,,2.0,2012,10,3,1,0.0,3
2012-10-03 09:40:00.880000+00:00,38.052,141.831,56.4,4.9,268.0,,3.7,,184.0,2012,10,3,1,0.0869565217391306,3
2012-10-02 11:37:53.150000+00:00,39.744,143.228,31.8,4.7,71.0,,10.1,,29.0,2012,10,2,1,0.04347826086956519,3
2012-10-02 09:04:26.460000+00:00,31.199,142.782,10.0,4.6,40.0,,,,7.0,2012,10,2,1,0.021739130434782483,3
2012-10-02 02:09:42+00:00,39.565,143.686,10.0,4.6,44.0,,,,7.0,2012,10,2,1,0.021739130434782483,3
2012-10-02 01:51:38.840000+00:00,39.651,143.271,26.9,4.7,86.0,,3.9,,42.0,2012,10,2,1,0.04347826086956519,3
2012-10-02 01:10:46.610000+00:00,36.141,140.892,28.5,4.6,105.0,,,,44.0,2012,10,2,1,0.021739130434782483,3
2012-10-01 22:55:47.250000+00:00,39.74,143.189,10.0,5.2,269.0,,,,159.0,2012,10,1,2,0.15217391304347827,3
2012-10-01 22:21:46.020000+00:00,39.808,143.099,15.0,6.1,579.0,,,,29.0,2012,10,1,3,0.34782608695652173,3
2012-10-01 20:50:48.310000+00:00,37.164,141.409,77.9,4.9,33.0,,7.3,,3.0,2012,10,1,1,0.0869565217391306,3
2012-10-01 20:20:58.060000+00:00,36.892,141.257,24.2,4.9,44.0,,14.1,,5.0,2012,10,1,1,0.0869565217391306,3
2012-10-01 18:40:54.590000+00:00,36.916,141.028,26.4,5.1,274.0,,13.2,,212.0,2012,10,1,2,0.13043478260869557,3
2012-10-01 05:17:58.210000+00:00,35.896,141.308,53.9,4.7,259.0,,4.0,,169.0,2012,10,1,1,0.04347826086956519,3
2012-10-01 01:00:42.650000+00:00,40.062,142.761,11.2,4.5,95.0,,14.9,,64.0,2012,10,1,1,0.0,3
2012-09-30 22:39:17.900000+00:00,38.326,142.082,26.4,4.6,70.0,,15.6,,27.0,2012,9,30,1,0.021739130434782483,3
2012-09-29 21:51:22.300000+00:00,39.659,144.0,10.0,4.5,44.0,,,,7.0,2012,9,29,1,0.0,3
2012-09-29 17:37:40.720000+00:00,35.043,140.116,59.9,4.8,32.0,,6.2,,15.0,2012,9,29,1,0.06521739130434767,3
2012-09-29 10:11:18.150000+00:00,39.778,143.81,25.7,4.7,79.0,,11.6,,10.0,2012,9,29,1,0.04347826086956519,3
2012-09-29 07:34:45.090000+00:00,35.482,140.99,47.5,4.6,32.0,,8.0,,7.0,2012,9,29,1,0.021739130434782483,3
2012-09-28 11:36:57.320000+00:00,36.782,143.733,12.7,4.9,215.0,,10.8,,145.0,2012,9,28,1,0.0869565217391306,3
2012-09-26 02:49:16.720000+00:00,36.102,142.359,31.0,4.6,75.0,,14.1,,32.0,2012,9,26,1,0.021739130434782483,3
2012-09-25 14:21:39.280000+00:00,36.114,142.319,21.0,5.0,237.0,,8.2,,159.0,2012,9,25,2,0.10869565217391308,3
2012-09-25 02:55:49.650000+00:00,36.628,141.196,52.1,4.9,72.0,,5.6,,19.0,2012,9,25,1,0.0869565217391306,3
2012-09-23 22:39:06.620000+00:00,41.471,142.035,76.6,4.6,75.0,,4.6,,22.0,2012,9,23,1,0.021739130434782483,3
2012-09-21 19:36:51.490000+00:00,36.854,142.34,26.7,4.6,81.0,,12.9,,34.0,2012,9,21,1,0.021739130434782483,3
2012-09-21 10:08:10.030000+00:00,37.991,142.273,50.2,4.5,15.0,,7.8,,3.0,2012,9,21,1,0.0,3
2012-09-20 18:32:11.540000+00:00,39.607,143.344,37.7,5.1,52.0,,7.6,,12.0,2012,9,20,2,0.13043478260869557,3
2012-09-17 19:09:33.680000+00:00,39.832,142.052,62.4,5.0,190.0,,4.4,,112.0,2012,9,17,2,0.10869565217391308,3
2012-09-16 07:58:15.280000+00:00,39.24,144.783,10.0,4.5,36.0,,,,5.0,2012,9,16,1,0.0,3
2012-09-13 17:22:08.440000+00:00,35.752,140.388,35.0,5.2,298.0,,,,198.0,2012,9,13,2,0.15217391304347827,3
2012-09-12 15:38:15.920000+00:00,36.047,141.017,18.4,4.7,58.0,,14.8,,12.0,2012,9,12,1,0.04347826086956519,3
2012-09-12 03:20:09.140000+00:00,41.688,143.944,50.5,4.8,73.0,,5.5,,18.0,2012,9,12,1,0.06521739130434767,3
2012-09-11 11:12:11.560000+00:00,37.548,141.875,21.2,4.5,103.0,,9.9,,59.0,2012,9,11,1,0.0,3
2012-09-10 23:17:34.950000+00:00,36.76,141.157,28.2,4.6,42.0,,14.3,,12.0,2012,9,10,1,0.021739130434782483,3
2012-09-10 11:54:15.090000+00:00,43.654,146.587,45.0,4.5,93.0,,,,27.0,2012,9,10,1,0.0,3
2012-09-10 10:43:54.070000+00:00,41.69,143.75,29.6,4.6,102.0,,,,37.0,2012,9,10,1,0.021739130434782483,3
2012-09-09 22:30:04.980000+00:00,39.889,143.596,31.7,4.6,51.0,,14.9,,15.0,2012,9,9,1,0.021739130434782483,3
2012-09-08 01:41:25.180000+00:00,33.773,132.206,52.8,4.6,129.0,,,,45.0,2012,9,8,1,0.021739130434782483,3
2012-09-04 17:25:20.390000+00:00,36.955,142.902,35.0,4.6,22.0,,,,3.0,2012,9,4,1,0.021739130434782483,3
2012-09-04 14:56:16.300000+00:00,38.326,141.844,50.9,4.6,49.0,,,,8.0,2012,9,4,1,0.021739130434782483,3
2012-09-02 03:42:46.080000+00:00,39.565,143.477,17.1,4.6,87.0,,10.8,,23.0,2012,9,2,1,0.021739130434782483,3
2012-09-01 17:45:45.490000+00:00,37.822,139.931,35.6,4.6,81.0,,5.1,,33.0,2012,9,1,1,0.021739130434782483,3
2012-08-31 15:31:24.710000+00:00,37.158,141.418,35.0,4.5,78.0,,,,15.0,2012,8,31,1,0.0,2
2012-08-29 19:17:41.460000+00:00,36.13,139.763,68.1,4.5,34.0,,7.1,,1.0,2012,8,29,1,0.0,2
2012-08-29 19:05:11.120000+00:00,38.425,141.814,47.4,5.5,672.0,,,,29.0,2012,8,29,2,0.21739130434782616,2
2012-08-28 13:55:07.790000+00:00,36.303,141.755,45.9,4.8,228.0,,4.5,,133.0,2012,8,28,1,0.06521739130434767,2
2012-08-28 04:20:16.040000+00:00,37.307,143.818,35.0,4.6,23.0,,,,8.0,2012,8,28,1,0.021739130434782483,2
2012-08-27 23:05:28.820000+00:00,36.468,142.865,35.0,4.6,76.0,,,,21.0,2012,8,27,1,0.021739130434782483,2
2012-08-25 18:36:59.820000+00:00,36.962,140.969,88.7,5.2,344.0,,,,29.0,2012,8,25,2,0.15217391304347827,2
2012-08-25 14:16:17.080000+00:00,42.419,142.913,54.5,5.9,640.0,,3.6,,29.0,2012,8,25,2,0.30434782608695654,2
2012-08-23 17:10:03.410000+00:00,37.686,141.774,58.3,4.9,23.0,,8.8,,2.0,2012,8,23,1,0.0869565217391306,2
2012-08-22 10:51:51.400000+00:00,37.944,142.582,26.1,4.5,27.0,,15.6,,4.0,2012,8,22,1,0.0,2
2012-08-22 01:33:05.970000+00:00,42.404,142.86,61.8,5.0,486.0,,3.1,,298.0,2012,8,22,2,0.10869565217391308,2
2012-08-21 21:29:41.290000+00:00,44.459,148.071,70.6,4.5,137.0,,4.8,,63.0,2012,8,21,1,0.0,2
2012-08-20 16:42:55.010000+00:00,36.927,141.323,55.9,5.1,405.0,,3.1,,254.0,2012,8,20,2,0.13043478260869557,2
2012-08-20 11:42:48.580000+00:00,35.82,140.218,75.4,4.9,435.0,,3.0,,272.0,2012,8,20,1,0.0869565217391306,2
2012-08-17 15:43:20.940000+00:00,35.564,141.819,38.9,4.6,26.0,,8.5,,6.0,2012,8,17,1,0.021739130434782483,2
2012-08-17 07:24:38.790000+00:00,41.2,141.948,73.9,4.8,358.0,,2.7,,222.0,2012,8,17,1,0.06521739130434767,2
2012-08-17 06:15:16+00:00,37.304,141.845,41.9,4.6,95.0,,5.3,,36.0,2012,8,17,1,0.021739130434782483,2
2012-08-16 23:46:48.540000+00:00,32.024,130.009,23.4,4.9,193.0,,6.7,,105.0,2012,8,16,1,0.0869565217391306,2
2012-08-14 23:56:39.540000+00:00,37.957,141.891,56.0,4.5,45.0,,6.5,,8.0,2012,8,14,1,0.0,2
2012-08-14 14:18:29.860000+00:00,37.202,141.815,51.8,4.7,43.0,,7.0,,4.0,2012,8,14,1,0.04347826086956519,2
2012-08-14 13:02:21.940000+00:00,36.702,142.168,27.0,4.6,45.0,,10.9,,7.0,2012,8,14,1,0.021739130434782483,2
2012-08-14 07:09:28.280000+00:00,33.854,141.68,19.0,4.6,65.0,,12.5,,21.0,2012,8,14,1,0.021739130434782483,2
2012-08-13 08:09:23.200000+00:00,36.397,141.993,35.0,4.7,19.0,,,,4.0,2012,8,13,1,0.04347826086956519,2
2012-08-13 04:48:15.590000+00:00,35.861,139.851,82.2,4.5,49.0,,4.9,,3.0,2012,8,13,1,0.0,2
2012-08-11 10:30:08.720000+00:00,37.269,141.069,59.2,4.5,82.0,,,,31.0,2012,8,11,1,0.0,2
2012-08-09 20:38:29.270000+00:00,36.738,141.087,66.3,4.8,28.0,,10.9,,1.0,2012,8,9,1,0.06521739130434767,2
2012-08-08 01:19:49.210000+00:00,42.035,142.275,72.5,4.5,116.0,,3.8,,47.0,2012,8,8,1,0.0,2
2012-08-07 16:11:20.860000+00:00,39.103,142.316,51.0,4.7,199.0,,3.6,,117.0,2012,8,7,1,0.04347826086956519,2
2012-08-07 04:18:33.780000+00:00,37.528,141.77,28.8,4.6,155.0,,9.9,,93.0,2012,8,7,1,0.021739130434782483,2
2012-08-06 05:51:09.160000+00:00,29.506,130.512,42.6,4.6,76.0,,5.4,,29.0,2012,8,6,1,0.021739130434782483,2
2012-08-06 05:30:19.510000+00:00,29.495,130.521,33.0,5.0,274.0,,6.9,,191.0,2012,8,6,2,0.10869565217391308,2
2012-08-06 03:28:23.110000+00:00,29.487,130.603,45.3,5.3,152.0,,4.2,,69.0,2012,8,6,2,0.17391304347826075,2
2012-08-06 02:34:10.430000+00:00,35.425,140.941,53.7,4.6,18.0,,10.1,,7.0,2012,8,6,1,0.021739130434782483,2
2012-08-04 20:44:44.810000+00:00,36.06,140.077,51.9,4.6,24.0,,7.9,,8.0,2012,8,4,1,0.021739130434782483,2
2012-08-03 13:19:38.870000+00:00,35.956,139.775,67.9,4.8,72.0,,5.2,,16.0,2012,8,3,1,0.06521739130434767,2
2012-08-03 10:21:20.720000+00:00,39.35,141.88,65.9,4.8,189.0,,3.5,,106.0,2012,8,3,1,0.06521739130434767,2
2012-08-03 10:00:44.530000+00:00,39.368,143.465,29.8,4.7,220.0,,7.0,,113.0,2012,8,3,1,0.04347826086956519,2
2012-08-01 14:37:43.750000+00:00,38.861,142.132,73.8,4.7,43.0,,,,6.0,2012,8,1,1,0.04347826086956519,2
2012-07-30 17:17:42.640000+00:00,38.029,141.8,48.7,4.8,28.0,,8.4,,3.0,2012,7,30,1,0.06521739130434767,2
2012-07-29 22:05:09.170000+00:00,39.075,142.323,49.2,5.3,565.0,,3.5,,29.0,2012,7,29,2,0.17391304347826075,2
2012-07-29 11:21:45.360000+00:00,37.915,144.197,23.0,4.7,198.0,,7.9,,130.0,2012,7,29,1,0.04347826086956519,2
2012-07-29 06:09:50.880000+00:00,37.255,144.41,10.6,4.6,114.0,,13.5,,62.0,2012,7,29,1,0.021739130434782483,2
2012-07-28 17:26:29.800000+00:00,37.383,141.215,37.5,4.6,31.0,,10.1,,13.0,2012,7,28,1,0.021739130434782483,2
2012-07-27 14:40:04.090000+00:00,35.929,140.159,73.4,4.5,59.0,,4.8,,8.0,2012,7,27,1,0.0,2
2012-07-26 10:30:00.360000+00:00,36.065,140.148,65.7,4.6,46.0,,5.3,,8.0,2012,7,26,1,0.021739130434782483,2
2012-07-25 20:00:17.270000+00:00,36.358,142.47,43.1,4.7,100.0,,6.3,,44.0,2012,7,25,1,0.04347826086956519,2
2012-07-24 17:28:04.500000+00:00,36.67,142.197,6.2,4.7,60.0,,14.4,,15.0,2012,7,24,1,0.04347826086956519,2
2012-07-24 17:04:55.170000+00:00,37.72,142.444,43.4,4.5,19.0,,7.4,,3.0,2012,7,24,1,0.0,2
2012-07-22 08:20:35.800000+00:00,38.589,141.947,67.8,4.7,67.0,,4.8,,17.0,2012,7,22,1,0.04347826086956519,2
2012-07-22 07:00:04.790000+00:00,42.364,141.871,96.2,4.6,57.0,,3.9,,15.0,2012,7,22,1,0.021739130434782483,2
2012-07-22 04:41:57.290000+00:00,42.552,142.848,56.6,5.1,444.0,,,,274.0,2012,7,22,2,0.13043478260869557,2
2012-07-21 03:01:20.870000+00:00,37.792,141.825,48.5,4.9,320.0,,3.5,,227.0,2012,7,21,1,0.0869565217391306,2
2012-07-19 16:11:39.960000+00:00,37.568,141.715,34.0,4.7,178.0,,8.1,,103.0,2012,7,19,1,0.04347826086956519,2
2012-07-19 10:39:18.320000+00:00,36.979,141.264,27.0,4.7,39.0,,15.1,,3.0,2012,7,19,1,0.04347826086956519,2
2012-07-18 17:45:56.980000+00:00,33.907,141.714,21.1,4.5,25.0,,15.9,,3.0,2012,7,18,1,0.0,2
2012-07-15 22:18:08.290000+00:00,30.93,141.178,42.9,4.5,38.0,,9.2,,21.0,2012,7,15,1,0.0,2
2012-07-15 21:49:50.600000+00:00,44.915,142.088,41.8,4.5,44.0,,7.5,,5.0,2012,7,15,1,0.0,2
2012-07-15 19:31:32.950000+00:00,36.076,139.579,77.8,4.6,182.0,,4.4,,45.0,2012,7,15,1,0.021739130434782483,2
2012-07-15 14:34:46.400000+00:00,43.244,146.41,63.7,5.2,507.0,,,,296.0,2012,7,15,2,0.15217391304347827,2
2012-07-13 05:14:24.880000+00:00,38.921,142.396,35.0,4.6,56.0,,,,21.0,2012,7,13,1,0.021739130434782483,2
2012-07-12 15:20:59.440000+00:00,36.293,144.644,10.0,4.6,42.0,,,,7.0,2012,7,12,1,0.021739130434782483,2
2012-07-12 11:17:16.810000+00:00,41.541,143.093,55.8,4.6,91.0,,3.8,,36.0,2012,7,12,1,0.021739130434782483,2
2012-07-12 04:54:48.040000+00:00,36.076,139.727,60.4,4.5,97.0,,3.8,,33.0,2012,7,12,1,0.0,2
2012-07-11 10:54:32.660000+00:00,35.786,141.004,11.5,4.6,55.0,,16.1,,6.0,2012,7,11,1,0.021739130434782483,2
2012-07-10 03:48:58.050000+00:00,36.777,138.094,15.7,4.8,216.0,,3.9,,141.0,2012,7,10,1,0.06521739130434767,2
2012-07-10 00:32:28.580000+00:00,32.367,141.667,39.8,4.5,54.0,,7.0,,20.0,2012,7,10,1,0.0,2
2012-07-09 04:01:54.870000+00:00,38.659,142.137,51.1,4.7,112.0,,4.1,,41.0,2012,7,9,1,0.04347826086956519,2
2012-07-07 17:18:34.210000+00:00,35.63,140.505,52.3,4.5,20.0,,7.5,,3.0,2012,7,7,1,0.0,2
2012-07-05 16:07:16.890000+00:00,42.006,142.763,78.1,4.6,23.0,,5.3,,8.0,2012,7,5,1,0.021739130434782483,2
2012-07-05 09:46:21.390000+00:00,32.284,141.64,28.9,5.0,281.0,,7.8,,186.0,2012,7,5,2,0.10869565217391308,2
2012-07-04 13:28:50.870000+00:00,41.046,141.995,74.4,4.6,50.0,,5.6,,10.0,2012,7,4,1,0.021739130434782483,2
2012-07-04 02:37:47.210000+00:00,43.825,146.324,77.1,4.5,117.0,,,,50.0,2012,7,4,1,0.0,2
2012-07-03 04:22:17.530000+00:00,38.012,142.037,43.8,4.5,70.0,,,,16.0,2012,7,3,1,0.0,2
2012-07-03 02:31:03.070000+00:00,34.934,139.744,86.4,5.3,502.0,,,,296.0,2012,7,3,2,0.17391304347826075,2
2012-07-03 00:46:17.760000+00:00,37.28,141.983,43.5,4.6,158.0,,4.8,,91.0,2012,7,3,1,0.021739130434782483,2
2012-07-02 02:06:25.120000+00:00,40.004,142.131,40.1,4.5,47.0,,6.8,,9.0,2012,7,2,1,0.0,2
2012-06-30 07:11:48.910000+00:00,38.243,141.747,80.1,4.6,235.0,,4.3,,168.0,2012,6,30,1,0.021739130434782483,2
2012-06-30 05:50:26.820000+00:00,35.308,140.481,34.0,4.5,33.0,,15.4,,12.0,2012,6,30,1,0.0,2
2012-06-28 17:44:06.970000+00:00,35.17,140.343,35.0,4.7,18.0,,,,2.0,2012,6,28,1,0.04347826086956519,2
2012-06-28 07:41:15.740000+00:00,40.989,143.012,35.0,4.5,111.0,,,,54.0,2012,6,28,1,0.0,2
2012-06-28 06:17:26+00:00,35.948,140.407,38.8,4.6,16.0,,12.2,,3.0,2012,6,28,1,0.021739130434782483,2
2012-06-28 05:51:53.560000+00:00,37.165,140.934,77.9,5.2,328.0,,4.2,,189.0,2012,6,28,2,0.15217391304347827,2
2012-06-28 04:55:14.370000+00:00,36.698,140.916,42.9,4.5,77.0,,6.1,,32.0,2012,6,28,1,0.0,2
2012-06-27 07:50:30.270000+00:00,31.671,140.268,10.0,4.8,47.0,,,,22.0,2012,6,27,1,0.06521739130434767,2
2012-06-27 06:47:30.170000+00:00,39.63,143.42,35.4,4.5,36.0,,6.1,,8.0,2012,6,27,1,0.0,2
2012-06-26 13:42:51.910000+00:00,38.975,141.909,57.9,4.6,35.0,,6.9,,5.0,2012,6,26,1,0.021739130434782483,2
2012-06-26 09:10:38.370000+00:00,39.867,142.351,65.0,4.5,54.0,,5.5,,12.0,2012,6,26,1,0.0,2
2012-06-25 08:22:58.720000+00:00,30.072,131.084,33.8,4.7,32.0,,12.2,,5.0,2012,6,25,1,0.04347826086956519,2
2012-06-24 12:37:57.310000+00:00,36.747,142.134,14.5,4.5,74.0,,11.8,,29.0,2012,6,24,1,0.0,2
2012-06-24 01:29:14.700000+00:00,38.856,141.954,41.0,4.8,229.0,,4.9,,132.0,2012,6,24,1,0.06521739130434767,2
2012-06-22 07:58:43.420000+00:00,39.369,143.492,26.1,5.0,370.0,,6.6,,270.0,2012,6,22,2,0.10869565217391308,2
2012-06-21 20:32:46.580000+00:00,39.38,143.364,10.0,5.2,312.0,,,,29.0,2012,6,21,2,0.15217391304347827,2
2012-06-21 02:00:02.520000+00:00,39.339,143.333,29.6,4.7,126.0,,11.3,,57.0,2012,6,21,1,0.04347826086956519,2
2012-06-20 23:56:34.020000+00:00,36.986,140.972,51.6,4.5,149.0,,4.7,,83.0,2012,6,20,1,0.0,2
2012-06-19 22:28:47.300000+00:00,37.66,141.686,35.0,4.8,207.0,,,,113.0,2012,6,19,1,0.06521739130434767,2
2012-06-19 18:35:35.600000+00:00,32.124,132.107,41.7,4.8,60.0,,6.7,,21.0,2012,6,19,1,0.06521739130434767,2
2012-06-18 17:07:29.950000+00:00,39.045,144.727,35.0,4.8,23.0,,,,1.0,2012,6,18,1,0.06521739130434767,2
2012-06-17 20:32:20.590000+00:00,38.919,141.831,36.0,6.3,627.0,,,,29.0,2012,6,17,3,0.3913043478260869,2
2012-06-17 07:13:16.170000+00:00,36.148,139.958,58.0,4.6,87.0,,4.4,,29.0,2012,6,17,1,0.021739130434782483,2
2012-06-15 18:27:26.230000+00:00,39.001,143.225,38.0,4.7,82.0,,6.8,,28.0,2012,6,15,1,0.04347826086956519,2
2012-06-15 07:31:51.690000+00:00,38.224,141.735,61.4,4.7,285.0,,3.3,,201.0,2012,6,15,1,0.04347826086956519,2
2012-06-12 11:12:47.020000+00:00,37.269,142.236,22.1,4.6,84.0,,8.2,,47.0,2012,6,12,1,0.021739130434782483,2
2012-06-12 08:13:44.270000+00:00,34.842,141.423,35.0,4.6,40.0,,,,7.0,2012,6,12,1,0.021739130434782483,2
2012-06-11 10:33:13.610000+00:00,40.102,142.478,67.1,4.5,68.0,,4.4,,12.0,2012,6,11,1,0.0,2
2012-06-11 09:21:50.070000+00:00,45.055,145.459,81.3,4.5,29.0,,13.2,,5.0,2012,6,11,1,0.0,2
2012-06-10 17:11:31.400000+00:00,30.973,130.826,77.3,4.7,66.0,,5.8,,19.0,2012,6,10,1,0.04347826086956519,2
2012-06-10 08:38:02.020000+00:00,38.742,142.119,48.7,4.7,67.0,,4.8,,27.0,2012,6,10,1,0.04347826086956519,2
2012-06-09 19:18:41.260000+00:00,33.126,141.234,40.5,4.9,61.0,,6.1,,21.0,2012,6,9,1,0.0869565217391306,2
2012-06-08 17:33:54.300000+00:00,36.572,146.343,10.0,4.5,23.0,,,,8.0,2012,6,8,1,0.0,2
2012-06-08 05:22:40.200000+00:00,37.558,141.852,48.8,4.9,379.0,,3.4,,279.0,2012,6,8,1,0.0869565217391306,2
2012-06-08 05:15:51.810000+00:00,31.01,130.956,74.3,4.5,47.0,,5.4,,12.0,2012,6,8,1,0.0,2
2012-06-07 20:16:32.370000+00:00,31.405,141.816,30.6,4.6,42.0,,14.7,,3.0,2012,6,7,1,0.021739130434782483,2
2012-06-07 19:56:19.610000+00:00,31.426,141.675,19.6,4.6,61.0,,15.2,,13.0,2012,6,7,1,0.021739130434782483,2
2012-06-07 18:50:02.390000+00:00,39.838,143.363,38.7,4.5,27.0,,7.5,,2.0,2012,6,7,1,0.0,2
2012-06-07 18:43:37.580000+00:00,39.857,143.358,37.6,4.7,45.0,,6.6,,6.0,2012,6,7,1,0.04347826086956519,2
2012-06-07 18:39:45.650000+00:00,39.875,143.295,34.7,5.0,52.0,,12.7,,9.0,2012,6,7,2,0.10869565217391308,2
2012-06-07 03:06:21.070000+00:00,37.871,144.276,33.0,4.8,182.0,,,,115.0,2012,6,7,1,0.06521739130434767,2
2012-06-05 20:37:26.110000+00:00,36.833,141.214,35.3,4.6,82.0,,5.5,,37.0,2012,6,5,1,0.021739130434782483,2
2012-06-05 19:31:33.750000+00:00,34.943,141.132,15.0,6.1,687.0,,,,29.0,2012,6,5,3,0.34782608695652173,2
2012-06-05 13:05:54.630000+00:00,37.104,142.578,22.4,4.6,31.0,,16.2,,2.0,2012,6,5,1,0.021739130434782483,2
2012-06-04 06:51:01.060000+00:00,32.071,130.894,15.6,4.7,59.0,,7.6,,26.0,2012,6,4,1,0.04347826086956519,2
2012-06-03 04:07:10.170000+00:00,40.161,141.96,66.2,4.6,97.0,,4.3,,40.0,2012,6,3,1,0.021739130434782483,2
2012-06-02 09:48:03.210000+00:00,36.902,141.391,10.0,4.6,27.0,,,,2.0,2012,6,2,1,0.021739130434782483,2
2012-06-01 19:11:23.520000+00:00,35.667,140.708,48.2,4.5,65.0,,6.5,,21.0,2012,6,1,1,0.0,2
2012-06-01 08:48:10.440000+00:00,35.98,139.642,63.1,5.1,406.0,,3.3,,277.0,2012,6,1,2,0.13043478260869557,2
2012-05-31 05:49:32.350000+00:00,37.543,141.26,52.0,4.6,217.0,,,,108.0,2012,5,31,1,0.021739130434782483,1
2012-05-30 16:30:55.830000+00:00,38.831,142.173,58.4,4.5,15.0,,8.9,,1.0,2012,5,30,1,0.0,1
2012-05-29 15:52:59.470000+00:00,42.377,143.105,57.7,4.7,71.0,,4.3,,13.0,2012,5,29,1,0.04347826086956519,1
2012-05-29 15:17:39.640000+00:00,39.021,144.686,18.7,4.7,116.0,,11.3,,59.0,2012,5,29,1,0.04347826086956519,1
2012-05-29 01:56:04.440000+00:00,39.099,144.645,33.6,5.2,420.0,,,,298.0,2012,5,29,2,0.15217391304347827,1
2012-05-28 16:36:46.240000+00:00,35.707,139.95,66.2,5.1,425.0,,3.2,,283.0,2012,5,28,2,0.13043478260869557,1
2012-05-28 14:39:08.790000+00:00,38.569,144.666,24.8,4.7,171.0,,7.2,,99.0,2012,5,28,1,0.04347826086956519,1
2012-05-27 10:09:25.130000+00:00,38.37,142.32,38.0,4.6,41.0,,6.6,,6.0,2012,5,27,1,0.021739130434782483,1
2012-05-27 07:49:54.050000+00:00,40.847,145.176,10.0,4.8,199.0,,,,109.0,2012,5,27,1,0.06521739130434767,1
2012-05-25 18:36:10.840000+00:00,38.958,144.428,4.2,4.6,72.0,,13.3,,20.0,2012,5,25,1,0.021739130434782483,1
2012-05-25 03:59:27.450000+00:00,37.637,141.586,39.1,4.6,83.0,,6.1,,30.0,2012,5,25,1,0.021739130434782483,1
2012-05-24 17:40:53.260000+00:00,39.385,143.613,10.0,4.5,34.0,,,,5.0,2012,5,24,1,0.0,1
2012-05-24 12:39:15.350000+00:00,39.249,143.904,10.0,4.6,47.0,,,,7.0,2012,5,24,1,0.021739130434782483,1
2012-05-24 12:35:42.600000+00:00,39.327,143.498,30.9,4.6,150.0,,7.7,,73.0,2012,5,24,1,0.021739130434782483,1
2012-05-23 15:02:25.310000+00:00,41.335,142.082,46.0,5.9,617.0,,,,29.0,2012,5,23,2,0.30434782608695654,1
2012-05-22 18:45:28.270000+00:00,31.093,131.28,43.9,4.6,81.0,,5.1,,31.0,2012,5,22,1,0.021739130434782483,1
2012-05-22 07:18:29.680000+00:00,39.663,143.22,10.0,4.9,228.0,,,,153.0,2012,5,22,1,0.0869565217391306,1
2012-05-22 04:37:16.030000+00:00,39.604,143.623,32.7,4.5,43.0,,12.9,,10.0,2012,5,22,1,0.0,1
2012-05-21 10:39:33.450000+00:00,39.389,143.513,21.1,4.6,59.0,,12.3,,18.0,2012,5,21,1,0.021739130434782483,1
2012-05-21 10:17:11.140000+00:00,39.364,143.47,28.6,5.2,352.0,,,,247.0,2012,5,21,2,0.15217391304347827,1
2012-05-21 04:12:22.760000+00:00,39.264,143.461,29.8,4.5,42.0,,13.1,,9.0,2012,5,21,1,0.0,1
2012-05-21 00:46:11.750000+00:00,39.482,143.471,10.0,4.8,215.0,,,,137.0,2012,5,21,1,0.06521739130434767,1
2012-05-20 22:21:02.980000+00:00,39.556,143.619,28.7,5.1,275.0,,1.7,,171.0,2012,5,20,2,0.13043478260869557,1
2012-05-20 22:14:44.370000+00:00,39.373,143.508,31.6,4.5,65.0,,11.1,,18.0,2012,5,20,1,0.0,1
2012-05-20 12:54:51.480000+00:00,39.418,143.569,17.1,4.6,43.0,,13.7,,10.0,2012,5,20,1,0.021739130434782483,1
2012-05-20 08:49:37.390000+00:00,39.49,143.267,24.5,4.5,30.0,,14.6,,5.0,2012,5,20,1,0.0,1
2012-05-20 08:41:44.900000+00:00,39.543,143.116,10.0,5.0,239.0,,,,163.0,2012,5,20,2,0.10869565217391308,1
2012-05-20 08:40:42.830000+00:00,39.577,143.197,28.9,5.1,88.0,,9.3,,35.0,2012,5,20,2,0.13043478260869557,1
